# halo-id  m200  ra  dec  z  vdisp
82  198119999858390.406  0.224215206  0.166532772  0.100479   661.52
83  188680000185222.469  0.297728230  0.588531953  0.130615   559.47
84  195370000223629.125  0.697048759  0.763844813  0.107653   727.48
85  209290000006181.312  0.279127697  0.567930924  0.117258   682.51
86  201020000161079.375  0.005671796  0.000702617  0.098783   649.22
87  190460000002585.844  0.285221479  0.382192968  0.126164   637.76
88  200929999887405.250  0.261372550  0.492717531  0.146075   639.93
89  219170000186131.719  0.097117485  0.229225872  0.102941   681.22
90  190930000194662.844  0.063178615  0.527471155  0.146409   550.37
91  204780000159241.844  0.483141485  0.440266407  0.034551   665.65
92  201100000186728.750  0.217353898  0.708946948  0.122608   623.10
93  203060000071014.344  1.018909813  0.341549782  0.074874   755.68
94  206570000231060.688  0.064277108  0.575106426  0.122483   743.55
95  211919999858893.469  0.514574237  0.798191462  0.108971   663.21
96  196890000010615.062  1.014048443  0.774941425  0.029286   726.23
97  187969999817043.750  0.820228652  0.142123208  0.125881   485.81
98  189490000093911.781  0.625491220  0.965627756  0.091047   725.51
99  184979999953082.438  0.007265055  0.590295486  0.114939   655.20
100  191549999859259.594  0.797262632  0.144241863  0.124407   612.92
101  182479999887143.844  0.665869900  0.885621741  0.090383   582.73
102  182479999887143.844  0.084110000  0.026610354  0.093077   672.96
103  168119999870937.375  0.834806305  0.293812741  0.086798   709.57
104  181499999844478.969  0.980145597  0.888798066  0.137489   679.07
105  160690000091593.750  0.843148665  0.305544983  0.139070   715.78
106  186860000210126.062  0.836271439  0.336190399  0.137085   640.56
107  183039999952403.531  0.980397640  0.202766645  0.070182   724.70
108  160419999998500.562  0.101260408  0.337813416  0.084398   587.64
109  160620000158818.844  0.513339940  0.949332769  0.071551   691.34
110  182590000159185.281  0.622365527  0.590400607  0.053020   749.67
111  190319999987199.438  0.612375925  0.875260123  0.083930   653.26
112  165020000083921.688  0.717937715  0.523064286  0.148246   380.94
113  191370000057230.125  0.038084777  0.014530686  0.087408   673.18
114  191229999984867.656  0.067588888  0.474662326  0.145776   507.82
115  150250000112514.938  1.026677471  0.425992529  0.146920   465.67
116  183699999870647.688  0.257839323  0.102109772  0.140119   683.90
117  179470000077619.188  0.394090092  0.674441300  0.146011   614.90
118  172709999930487.094  0.145478237  0.750294810  0.103791   601.26
119  183849999913267.656  0.296485276  0.167071154  0.101711   528.70
120  168920000096121.594  0.763851899  0.053552147  0.116525   654.29
121  166470000178688.594  0.465156164  0.778716083  0.113785   627.50
122  139429999881794.719  0.724930673  0.743725530  0.077819   712.74
123  164509999862145.281  0.074890839  0.266364576  0.106080   617.74
124  172920000055099.875  0.631366242  0.275153373  0.120037   593.41
125  154060000168434.469  0.197691228  0.360553241  0.077935   574.60
126  184780000096487.031  0.763035015  0.728566229  0.110816   563.08
127  172990000129077.438  1.027132234  0.659799261  0.127458   651.87
128  147490000128250.906  0.229157350  1.004113313  0.139704   632.86
129  158269999868945.062  0.430187986  0.314177155  0.132795   556.25
130  165850000055181.500  0.890611463  0.377543096  0.126182   685.11
131  173279999887785.500  0.880663470  0.875628370  0.084245   677.40
132  150879999863378.375  0.544092467  0.785548017  0.147759   472.75
133  152940000051798.469  0.490796098  0.913810955  0.088335   561.75
134  151370000025382.281  0.009102555  0.649412999  0.133535   634.37
135  151280000056784.531  0.757823584  0.110579140  0.131195   679.99
136  172250000166714.125  0.153161700  0.718345266  0.118135   681.34
137  168329999836001.312  0.905478998  0.226211880  0.120377   610.12
138  162990000092554.969  0.195876941  0.382133504  0.078598   676.29
139  164740000133650.281  0.093611275  0.453335503  0.115981   751.69
140  152780000108470.469  0.807356657  0.127032132  0.118258   624.20
141  150949999875179.969  0.116770241  0.580598157  0.125110   563.00
142  159569999985213.719  0.719252873  0.846173652  0.081234   605.60
143  154570000026505.250  0.989991051  1.040074112  0.092829   700.49
144  167910000144446.812  1.016193051  0.018484328  0.133544   612.46
145  149740000071709.188  0.838415768  0.009812538  0.135268   575.50
146  147029999921357.625  0.745551564  0.154113690  0.116574   540.75
147  153429999985616.281  0.228325718  0.692258930  0.144840   639.82
148  148679999854950.938  1.024138017  0.821723003  0.135146   615.52
149  155850000138928.875  0.421325728  0.518857903  0.136512   563.88
150  145800000006057.500  0.194613165  0.555910911  0.126558   513.40
151  144940000005920.406  0.710127157  1.039659230  0.136903   473.95
152  146340000101972.844  0.285799916  0.074184103  0.130203   511.30
153  127629999930356.578  0.981889530  1.022827205  0.128514   675.97
154  143140000040235.250  0.121632362  0.080493276  0.058664   447.31
155  146670000005573.125  0.012594436  0.656387701  0.149208   417.26
156  140270000003311.656  0.271756683  0.462216925  0.079784   670.55
157  150130000138574.188  0.103438387  0.458138980  0.099177   606.35
158  141030000029903.125  0.249501309  0.293241058  0.111896   646.25
159  144109999940980.969  1.013692047  0.808742536  0.131010   713.19
160  143129999908186.062  0.546764147  0.235132956  0.108061   615.99
161  122029999923689.688  0.422260858  0.264526884  0.140419   725.75
162  137280000156585.906  0.041333306  0.387916880  0.126444   588.31
163  137280000156585.906  1.013687509  0.126864301  0.129537   641.15
164  140939999947670.094  0.983077540  0.758560270  0.136711   565.20
165  144860000045130.719  0.882305999  0.564384240  0.127653   587.02
166  147830000033046.969  0.610221474  0.484662993  0.054133   679.48
167  134300000102445.344  0.346760183  0.721508903  0.106765   740.17
168  150229999915160.625  0.884348593  0.188499940  0.082654   680.00
169  138959999859520.672  0.624535861  0.717718344  0.122951   600.68
170  116450000034670.031  0.551948735  0.360311635  0.115750   529.86
171  135909999852190.141  0.646280168  0.657100494  0.101156   647.68
172  138689999949624.891  0.306233167  0.807954031  0.123727   621.78
173  120759999902384.016  0.726519481  0.045482460  0.125382   554.61
174  145840000118567.250  0.624762283  0.375762651  0.114880   648.22
175  121970000051349.469  0.757397375  0.529640617  0.139412   529.01
176  93388000077607.578  0.380764084  0.298861524  0.140550   653.87
177  124850000089875.188  0.718500950  0.511890269  0.133341   519.51
178  138990000024701.375  0.275088307  0.991565251  0.139314   487.86
179  116589999919280.719  0.712280788  0.279893827  0.057813   456.93
180  130370000142214.031  0.243097312  0.578054392  0.125981   495.89
181  135300000125356.516  0.433436829  0.536462917  0.093017   569.76
182  134450000136426.562  0.637178363  0.095554263  0.102572   543.09
183  134280000131104.781  0.909062874  0.008895228  0.144767   500.12
184  130630000045356.938  0.642549753  0.249854459  0.124334   372.57
185  131879999856938.922  0.202594050  0.780240000  0.105216   487.71
186  134539999892570.172  0.528822127  0.053717918  0.084041   642.45
187  137719999989650.500  0.226732651  0.380461357  0.136788   588.08
188  138440000120466.047  0.158524800  0.964199326  0.118930   544.44
189  123139999927565.844  0.838814192  0.514538230  0.147652   450.31
190  135759999903213.078  0.169858480  0.917070654  0.142987   477.49
191  99486000072140.219  0.739944850  0.250355438  0.129605   535.67
192  130790000067182.766  0.572241137  0.881480005  0.077799   598.11
193  131730000053368.969  0.552501585  0.477876001  0.074532   615.43
194  130579999919286.359  0.130717045  0.986865114  0.144678   606.59
195  125919999995653.703  0.520770487  0.548952196  0.116599   525.59
196  138650000027493.688  0.871676595  0.390013962  0.125518   637.99
197  129109999962875.203  0.274593454  0.311794048  0.125851   540.46
198  134759999904093.062  0.038214106  0.620130179  0.124283   622.40
199  135050000148183.688  0.808553569  0.041136625  0.127696   598.34
200  140420000097433.172  0.140365976  0.765558308  0.104250   524.22
201  132429999984498.047  0.331195494  0.420503346  0.084950   619.18
202  137569999911572.016  0.871617620  0.389959683  0.125501   473.08
203  130879999901380.016  0.982412675  0.474814362  0.146480   465.28
204  123280000082217.297  0.178586505  0.483923358  0.125096   468.01
205  119099999867604.234  0.198770051  0.823768983  0.147408   539.67
206  126140000099536.453  0.187637416  0.143142184  0.080375   616.48
207  135090000098730.922  0.171942298  0.114879561  0.078633   595.41
208  131879999856938.922  0.751335288  0.244413849  0.101542   612.68
209  130399999881127.766  0.738727728  0.070512297  0.116549   584.70
210  125990000019234.859  0.586272502  0.523766048  0.073518   471.71
211  134580000010346.297  0.437088372  0.388778810  0.143401   551.05
212  121020000112464.328  0.335871632  0.405529992  0.087091   563.54
213  117000000068384.672  0.571218374  0.463396069  0.075506   470.73
214  96070000065995.109  0.796003360  0.997436172  0.115642   616.88
215  124030000085769.672  1.006835678  0.057689118  0.146296   476.84
216  123600000070353.672  0.654915289  0.466096984  0.080789   488.77
217  133950000017202.078  0.624967080  0.259588021  0.120676   468.45
218  131370000026683.062  0.522481870  0.364742904  0.134696   741.83
219  130690000011033.109  1.033429556  0.154721431  0.105542   469.21
220  127659999972431.828  0.289774974  0.207872030  0.143188   430.28
221  131319999982673.062  1.040636684  0.669554378  0.128269   676.99
222  128390000042018.047  0.054552988  0.735346327  0.133376   407.71
223  128010000124098.953  0.094547069  0.990962065  0.119396   569.68
224  122440000021060.859  0.427884919  0.274598393  0.138934   602.35
225  127869999947942.969  0.405688119  0.323548439  0.135351   589.30
226  96951000008175.266  0.273835039  0.552072845  0.116491   668.23
227  126150000042526.875  0.544819012  0.239155137  0.142409   622.15
228  124189999976210.141  0.368215359  0.519528336  0.091820   551.00
229  123109999912092.625  0.760964147  0.521536966  0.136885   512.15
230  127260000029242.609  0.050454955  0.068459144  0.146022   516.17
231  120169999952307.625  0.790019097  0.527004821  0.137952   534.22
232  122980000082507.750  0.759697649  0.999177400  0.138614   438.30
233  117069999904479.734  0.129476134  0.256086751  0.117156   531.55
234  120999999911832.922  0.801558115  0.113939771  0.113981   492.05
235  118960000133150.750  0.104193416  0.111695225  0.148357   358.04
236  131799999921704.938  0.749638409  0.213137322  0.144852   479.98
237  125210000130649.531  0.076751290  0.577335386  0.119856   579.41
238  128349999997794.422  0.567484905  0.017479263  0.082359   555.89
239  123800000090050.703  0.057624105  0.105564250  0.116806   559.16
240  128560000072439.688  0.468586940  0.520365361  0.121729   669.77
241  118049999887263.875  0.870582117  0.320320749  0.075502   467.11
242  122980000082507.750  0.515222696  0.453895073  0.074375   639.04
243  121619999978534.406  0.208185421  0.388832497  0.129701   552.72
244  122980000082507.750  0.311517064  0.212822639  0.093747   594.48
245  129719999999720.672  0.230170933  0.357966105  0.104337   560.35
246  111579999980897.750  0.544656435  1.046072756  0.134041   533.44
247  121109999963754.094  0.512276423  0.541093781  0.136578   514.40
248  127770000060778.812  0.788098694  0.120484616  0.113865   595.60
249  124890000113176.062  0.084142672  0.417972287  0.128094   559.65
250  113850000012802.891  0.728218943  0.655634871  0.106142   509.10
251  126880000007733.781  1.043903399  1.008947247  0.124092   575.82
252  111149999991039.844  1.009231195  0.112477168  0.134146   544.70
253  86619000084770.641  0.919825272  0.289860809  0.073401   470.33
254  86241000060431.547  0.063506510  0.101394903  0.144100   455.75
255  128949999859273.906  0.562429140  0.661892016  0.119060   516.22
256  110730000021590.375  0.397140613  0.262581470  0.137392   481.18
257  98565999909840.922  0.472287527  0.325645120  0.120262   700.50
258  118019999917664.719  0.723972889  0.107036854  0.006453   627.24
259  113339999920278.312  0.628955349  0.482354411  0.080906   507.19
260  123880000089923.359  0.492862341  0.939582731  0.089056   620.40
261  130269999956499.016  0.379088166  0.770939489  0.127396   581.58
262  107550000068477.766  0.597064588  0.494761870  0.053967   436.75
263  117440000115738.984  0.520761254  0.117619082  0.130438   563.68
264  116690000042382.375  0.926032100  0.807679892  0.090492   453.02
265  123240000100765.906  0.007926884  0.007336631  0.147130   494.27
266  122070000120034.406  0.474551812  0.413744611  0.143200   545.81
267  123139999927565.844  0.120304201  0.276849851  0.122109   599.96
268  127390000113642.922  0.202218228  0.024267896  0.136011   450.18
269  106029999900575.062  0.559371131  0.118997508  0.064425   560.94
270  100430000071103.266  0.110271019  0.097574447  0.147142   474.02
271  113929999900404.531  1.025467766  0.175237497  0.107244   588.29
272  118720000017781.719  0.583786019  0.628034827  0.065146   579.12
273  108209999990525.625  0.103507257  0.677667296  0.082162   577.46
274  106239999994143.266  0.140062062  0.508779499  0.015540   509.62
275  113320000039556.750  0.248906292  0.722928658  0.121399   597.59
276  125820000043750.172  0.116811082  0.321772653  0.148492   463.40
277  114639999897240.406  0.220586597  0.380509458  0.138285   532.36
278  110930000002819.594  0.593867721  1.029336131  0.069948   644.34
279  109119999921506.141  0.664354414  0.024662742  0.080125   616.07
280  120909999953052.672  0.608462356  0.611922175  0.102587   633.85
281  110519999937785.906  0.510308058  0.513653715  0.135270   486.85
282  110469999997842.094  0.080507693  0.649398286  0.118183   544.31
283  109920000072013.141  0.777255208  0.729334994  0.134197   369.52
284  109810000115162.516  0.387411485  0.051112229  0.050408   603.06
285  118599999992286.812  0.960544781  1.042984955  0.083736   547.28
286  103320000118646.984  0.814206743  0.216026749  0.053178   420.46
287  111100000015127.031  0.207748688  0.690695446  0.090593   472.09
288  107750000041490.688  0.896434108  0.999925291  0.083041   539.95
289  94192999960958.625  0.033139858  0.104387026  0.142357   570.19
290  96885000089495.141  0.774014829  0.603935356  0.139667   526.98
291  96615999934945.656  0.086565835  0.204112835  0.102634   532.78
292  120299999905862.469  0.314913509  0.851645661  0.122310   590.98
293  95655999947917.672  0.519111970  0.822757250  0.108424   385.81
294  111210000064215.594  0.821145072  0.283600173  0.053412   477.12
295  104139999918549.453  0.368526935  0.044044152  0.078930   482.48
296  118150000008600.078  0.470989927  0.323957055  0.105934   487.35
297  104420000030127.219  0.913079575  0.248758131  0.119694   512.49
298  106460000040021.297  0.715539109  0.634120668  0.116440   395.02
299  106460000040021.297  0.743142451  0.542585375  0.138554   510.83
300  106460000040021.297  0.072932615  0.610755771  0.117081   454.85
301  79671999933425.047  0.152580855  0.240442876  0.114091   564.55
302  104489999957198.016  0.353631230  0.279641156  0.100639   536.47
303  106580000023339.969  0.429550330  0.945977618  0.076931   543.62
304  112750000116827.688  0.077041364  0.575725495  0.143280   551.29
305  110100000007161.562  0.066718632  0.575421039  0.108347   540.27
306  112750000116827.688  0.746674508  0.070138534  0.146432   411.82
307  97620999971989.031  0.500247719  0.974573581  0.142149   446.69
308  114910000092972.938  0.277353657  0.546026693  0.115907   524.74
309  105069999937695.828  0.072562500  0.730623797  0.133974   508.14
310  116469999873620.672  0.948770057  0.429767257  0.137163   586.96
311  112320000055415.984  0.003545828  0.267807422  0.114783   463.86
312  102590000043469.484  0.198320122  0.183458330  0.113389   509.48
313  98233999889855.234  0.202296017  0.676219249  0.146715   423.26
314  115790000018471.891  0.764471090  0.565181437  0.125755   525.67
315  113020000009920.547  1.031468801  0.120006885  0.143334   483.57
316  99992999925816.875  0.027931097  0.841970480  0.140414   498.83
317  99992999925816.875  0.737387960  0.351095232  0.143252   474.20
318  114340000032053.172  0.788725843  0.707522968  0.144599   454.81
319  109199999907288.734  0.930367375  0.776903053  0.094018   592.81
320  111090000059061.609  0.143943848  0.223763829  0.099175   604.19
321  98127000107290.031  0.152525807  0.419481927  0.130535   426.23
322  103479999989395.344  0.940782837  0.735810322  0.029679   678.26
323  100630000071869.312  0.463592733  0.963410210  0.146770   458.49
324  103950000079587.922  0.255308596  0.522050389  0.125896   441.17
325  105610000091911.359  1.043857235  0.342187874  0.142442   582.59
326  98267999963528.656  0.374760535  0.039517326  0.079188   485.59
327  106529999994780.781  0.576898792  0.444483734  0.103797   393.71
328  98753000033084.250  0.291858810  0.727210946  0.124895   430.19
329  96977999929643.406  0.482908274  0.760478108  0.138018   486.50
330  105179999884371.156  0.734904549  0.360661033  0.084361   653.32
331  102979999883522.672  0.544921673  0.247323173  0.144113   508.19
332  109830000100855.344  0.579558412  0.758487769  0.107049   554.84
333  80057000068853.875  0.092563903  0.249419296  0.103934   348.68
334  83454999908736.359  0.485043004  0.423382267  0.133442   640.26
335  89053999947758.156  0.359610693  0.545767529  0.097553   464.96
336  109969999986268.203  0.608030195  0.037485082  0.135504   535.41
337  97947000087612.828  0.364462552  0.553520264  0.096698   414.92
338  109300000012658.641  0.596493290  0.707760368  0.147002   480.43
339  90708999959755.234  0.099588906  0.972989223  0.124579   544.17
340  89304000054874.250  0.693090247  0.553148683  0.140720   381.57
341  102419999882467.312  0.302731862  0.123938256  0.103243   353.79
342  110600000007976.453  0.607219368  0.448750034  0.116760   551.24
343  93838999988926.125  0.416474742  0.976826801  0.125464   488.52
344  102240000043711.000  0.809573522  0.752387058  0.111228   492.16
345  103490000012819.031  0.123688936  0.154034243  0.095094   513.47
346  103459999982594.547  0.600857555  0.797392677  0.099656   515.98
347  99632999921692.984  0.445798996  0.295474102  0.085767   545.48
348  102900000056288.141  0.076429783  0.002969224  0.125224   505.08
349  103829999996703.141  0.926942219  0.868165586  0.089618   469.86
350  105329999955128.609  0.249429262  0.692095829  0.148559   320.86
351  75994000083844.250  0.496439882  0.778768914  0.109554   610.83
352  98873000068487.500  0.113522009  0.556590909  0.086068   527.84
353  106369999940917.422  0.645320987  1.016864462  0.085546   502.32
354  102960000024577.281  0.892926310  0.225604837  0.122915   628.47
355  93158999994678.922  0.565659605  0.991231003  0.138238   563.94
356  101789999914502.812  0.880266390  1.004656879  0.072191   530.27
357  78976000057989.750  0.095448601  0.996377647  0.143995   408.64
358  78976000057989.750  0.977691367  0.471817806  0.144815   439.78
359  97098000109006.594  0.255964612  0.476197186  0.125422   526.62
360  100070000049583.547  0.411329599  0.421352693  0.136947   410.82
361  96063999949753.641  1.002827093  0.296575178  0.124365   609.84
362  101750000024071.438  0.199552307  0.694536200  0.120940   434.07
363  90780999913647.750  0.715573020  0.030003362  0.128009   611.16
364  93424000019960.125  0.609967982  0.865685351  0.089209   456.71
365  93424000019960.125  0.068915931  0.064744141  0.091022   385.60
366  97411999979856.203  0.962166716  0.766956910  0.094081   428.01
367  89236000037816.828  0.467218270  0.326012355  0.121199   450.81
368  98533999912386.344  0.309608948  0.720989545  0.123753   567.04
369  89099999992434.828  0.771432074  0.610249940  0.140108   583.59
370  96898999967772.547  0.058988516  0.233381483  0.137808   568.31
371  95476000044295.641  0.236504942  0.616373777  0.119113   554.47
372  102230000048363.609  0.008393760  0.265415535  0.115490   619.99
373  92821000011357.625  0.401145952  0.376724327  0.133687   516.43
374  99479000016085.297  0.880332172  0.383674071  0.126926   515.73
375  92561000010582.484  0.831767565  0.288354223  0.137877   590.59
376  100560000074581.156  0.694983197  0.373652234  0.135504   505.08
377  95910999974882.438  0.261320906  0.570834995  0.117917   444.18
378  98893000052501.906  0.960325533  0.592157979  0.145577   441.25
379  100560000074581.156  0.844667520  0.450238102  0.130501   442.59
380  75853999943044.656  0.219667925  1.005476380  0.139297   437.68
381  93675000050508.125  0.504837341  0.941962906  0.062576   500.34
382  91748000018747.703  0.095977087  0.965974064  0.124138   457.66
383  91902999927779.312  0.702231933  0.553914708  0.141178   496.65
384  83715999939253.266  0.250027421  0.107386304  0.141696   451.06
385  93430000032775.031  0.867164867  0.476322292  0.080820   474.10
386  95273999979252.734  0.616474849  0.508394113  0.131794   495.10
387  101400000000626.406  0.504297720  0.348488862  0.113249   467.18
388  99115999998580.891  0.917730354  0.988331191  0.092536   514.96
389  92942000056058.469  0.553726806  0.473172932  0.144430   461.04
390  92358999994179.312  0.023645249  0.846659726  0.140682   483.06
391  92358999994179.312  0.742261077  0.348386725  0.142997   426.71
392  99198999962644.250  0.770676521  0.554056883  0.134515   420.91
393  86170000010798.906  0.114782887  0.978225490  0.130158   380.40
394  73921999924269.797  1.022801950  0.427748714  0.148624   356.34
395  86170000010798.906  0.512709579  0.374803523  0.130400   657.06
396  92063999955433.875  0.604637834  0.382411308  0.104670   713.17
397  92788999936794.078  0.395971469  0.716744991  0.129962   586.76
398  84497000012261.766  0.357804958  0.538721879  0.102568   483.62
399  92285000094470.688  0.192423615  0.031338469  0.147398   371.41
400  91619999907162.844  0.831561930  0.793305622  0.139188   498.72
401  89817000001917.156  0.823368063  0.321719735  0.087549   470.18
402  92531000064909.234  0.509478626  1.003649492  0.125206   400.16
403  80083000011098.203  0.182409247  0.114258433  0.143389   518.34
404  94725000011553.078  0.895446391  0.362333424  0.124487   534.76
405  82681999950818.812  0.938984066  0.855852899  0.090783   619.35
406  88574000030500.906  0.477902391  0.359071055  0.127670   397.99
407  85766999925172.703  0.391657434  0.327421848  0.135013   401.90
408  86547999919185.484  0.058861578  0.402129584  0.128136   571.79
409  84729000049089.391  0.865406098  0.785008693  0.130043   630.05
410  85676999966827.109  0.028347079  0.720930535  0.088086   385.67
411  92481999966652.578  0.366808728  0.439665560  0.128504   508.63
412  71764999968893.547  0.503326026  0.114122455  0.087576   580.22
413  81508000041095.938  0.223624045  0.691360137  0.123269   543.22
414  88401000036885.000  0.131080283  0.626878460  0.125362   530.12
415  81184000085683.312  0.504665898  0.453691742  0.135054   405.97
416  84119999997233.469  0.231740193  0.154019547  0.103101   496.36
417  85320000043732.938  1.011724886  0.116054307  0.130487   564.75
418  85719000017952.219  0.789513353  0.364081110  0.053682   480.39
419  91156999999595.938  0.528532525  0.062004253  0.094783   444.00
420  91437000074350.578  0.772579296  0.178120519  0.117031   544.30
421  88218000078014.828  0.681344513  0.861142119  0.080122   482.04
422  91548000012016.344  0.966568628  0.990976098  0.128453   433.95
423  87873000091867.125  0.502403061  0.989396121  0.082664   451.40
424  91473999905695.766  0.388722733  0.278166736  0.144399   530.43
425  73471000002480.547  0.380993909  0.629404998  0.118218   384.75
426  92108999931369.500  0.976341721  0.422893348  0.085822   530.01
427  84290000031685.078  0.718283726  0.782973185  0.109949   452.35
428  83723000042473.859  0.022354544  0.183612425  0.081311   479.10
429  88704999953293.422  0.761388559  0.270995109  0.104736   408.20
430  86256999919867.406  0.888984380  0.559322018  0.113321   441.24
431  86702000062325.188  0.173063620  0.323670978  0.122443   469.56
432  90424000084779.859  0.969305409  0.371164075  0.052762   376.63
433  73184000012359.578  0.815723800  0.103713730  0.117591   522.64
434  82443000030359.031  0.449965813  0.272121509  0.141482   501.97
435  88077000067859.547  0.121737728  0.309835928  0.113530   475.05
436  87056000087832.938  0.438461353  0.266454233  0.138805   431.27
437  91378999984649.438  0.781929025  0.973537990  0.119373   432.31
438  85904000075330.172  0.612229091  0.539486089  0.143368   452.17
439  85311000057597.812  0.938481987  0.246264125  0.127780   622.39
440  85167000092080.594  0.037215516  0.969413044  0.146500   442.67
441  88545999992354.109  0.485813322  0.767584007  0.121707   449.14
442  84790999953950.906  0.956981744  0.514632932  0.144291   323.29
443  85684000091459.078  0.452243851  0.678504531  0.091122   559.18
444  82136999907993.188  0.099889487  0.540553305  0.077694   567.83
445  88711000023769.312  1.007516147  0.137180488  0.103431   423.15
446  68142999922251.336  0.157039438  0.156055142  0.085249   565.98
447  79776000032388.672  0.859924525  0.048357157  0.134176   432.25
448  85270000003278.766  0.877360417  0.521425928  0.111394   544.47
449  81771000020525.609  0.138130017  0.088156563  0.079676   618.15
450  70345000004390.031  0.970868683  0.188946099  0.108997   581.91
