# halo-id  galaxy-id  within-r200?
   1  412382  0
   1  431906  0
   1  409419  0
   1  409433  0
   1  431897  0
   1  411010  0
   1  409432  0
   1  431895  0
   1  434083  0
   1  434082  0
   1  434691  0
   1  432881  0
   1  431908  0
   1  431903  0
   1  431913  0
   1  431905  0
   1  410830  0
   1  412815  0
   1  409440  0
   1  431911  0
   1  431909  0
   1  431910  0
   1  411626  0
   1  432877  0
   1  432878  0
   1  411137  0
   1  410791  0
   1  410813  0
   1  410792  0
   1  410814  0
   1  432882  0
   1  411138  0
   1  433742  0
   1  410816  0
   1  410815  0
   1  410829  0
   1  432875  0
   1  431912  0
   1  432879  0
   1  432880  0
   1  432876  0
   1  432987  0
   1  432989  0
   1  435077  0
   1  412688  0
   1  411421  0
   1  411662  0
   1  411812  0
   1  431901  0
   1  411098  0
   1  412655  0
   1  411819  0
   1  409927  0
   1  411751  0
   1  435096  0
   1  432986  0
   1  432883  0
   1  432988  0
   1  432990  0
   1  412194  0
   1  411663  0
   1  412081  0
   1  411639  0
   1  411516  0
   1  411848  0
   1  411015  0
   1  411901  0
   1  434244  0
   1  411985  0
   1  412504  0
   1  412288  0
   1  434479  0
   1  434480  0
   1  435057  0
   1  434013  0
   1  412371  0
   1  411452  0
   1  412552  0
   1  411278  0
   1  431915  0
   1  409435  0
   1  431927  0
   1  411879  0
   1  412387  0
   1  412879  0
   1  433536  0
   1  412223  0
   1  433537  0
   1  433678  0
   1  409438  0
   1  411900  0
   1  409436  0
   1  411277  0
   1  409439  0
   1  433961  0
   1  411240  0
   1  412258  0
   1  412312  0
   1  431916  0
   1  431917  0
   1  412386  0
   1  410450  0
   1  412056  0
   1  411492  0
   1  435281  0
   1  412517  0
   1  412017  0
   1  410452  0
   1  412201  0
   1  433754  0
   1  411928  0
   1  411932  0
   1  411323  0
   1  412086  0
   1  410981  0
   1  412473  0
   1  433767  0
   1  433997  0
   1  434704  0
   1  434658  0
   1  412597  0
   1  427156  0
   1  434434  0
   1  434297  0
   1  427376  0
   1  426362  0
   1  413011  0
   1  412555  0
   1  410764  0
   1  411215  0
   1  410763  0
   1  410765  0
   1  410101  0
   1  435220  0
   1  434262  0
   1  409390  0
   1  410100  0
   1  411811  0
   1  412325  0
   1  410105  0
   1  410094  0
   1  410096  0
   1  411652  0
   1  412152  0
   1  410091  0
   1  411651  0
   1  410104  0
   1  410090  0
   1  410092  0
   1  425830  0
   1  410938  0
   1  435171  0
   1  435273  0
   1  410095  0
   1  411922  0
   1  425831  0
   1  410103  0
   1  434229  0
   1  425507  0
   1  412174  0
   1  409410  0
   1  409384  0
   1  434230  0
   1  433543  0
   1  427276  0
   2  368693  1
   2  368727  1
   2  368675  1
   2  368664  1
   2  368696  1
   2  368724  1
   2  368699  1
   2  368717  1
   2  368689  1
   2  368719  1
   2  368674  1
   2  368698  1
   2  368718  1
   2  368668  1
   2  368720  1
   2  368665  1
   2  368686  1
   2  368728  1
   2  368715  1
   2  368669  1
   2  368733  1
   2  368678  1
   2  368667  1
   2  368700  1
   2  368685  1
   2  368684  1
   2  368723  1
   2  368691  1
   2  368697  1
   2  368704  1
   2  368707  1
   2  368726  1
   2  368710  1
   2  368671  1
   2  368735  1
   2  368706  1
   2  368676  1
   2  368709  1
   2  368673  1
   2  368680  1
   2  368702  1
   2  368683  1
   2  368687  1
   2  368703  1
   2  368679  1
   2  368694  1
   2  368688  1
   2  368701  1
   2  368690  1
   2  368725  1
   2  368730  1
   2  368729  1
   2  368722  1
   2  368672  1
   2  368670  1
   2  368731  1
   2  368692  1
   2  368682  1
   2  368734  1
   2  368712  1
   2  368732  0
   2  368711  1
   2  368708  1
   2  368677  1
   2  368721  1
   2  368695  1
   2  368681  1
   2  368739  1
   2  370388  0
   2  369400  0
   2  368705  0
   2  370017  0
   2  368714  0
   2  368736  0
   2  369401  0
   2  369399  0
   2  368738  0
   2  368741  0
   2  368713  0
   2  370418  0
   2  388308  0
   2  388307  0
   2  368740  0
   2  369511  0
   2  370141  0
   2  369368  0
   2  369512  0
   2  369669  0
   2  370377  0
   2  368743  0
   2  369668  0
   2  369367  0
   2  368742  0
   2  388542  0
   2  368737  0
   2  369670  0
   2  388512  0
   2  369671  0
   2  369862  0
   2  369278  0
   2  369277  0
   2  369538  0
   2  370110  0
   2  369540  0
   2  369141  0
   2  369863  0
   2  369539  0
   2  388539  0
   2  370290  0
   2  388422  0
   2  369628  0
   2  369567  0
   2  369568  0
   2  370206  0
   2  369142  0
   2  369139  0
   2  369160  0
   2  369158  0
   2  369273  0
   2  370277  0
   2  370191  0
   2  370202  0
   2  369159  0
   2  369138  0
   2  370262  0
   2  369318  0
   2  370287  0
   2  369319  0
   2  369518  0
   2  369665  0
   2  369276  0
   2  369438  0
   2  370004  0
   2  369456  0
   2  370288  0
   2  369143  0
   2  369536  0
   2  369140  0
   2  369275  0
   2  370152  0
   2  369455  0
   2  388463  0
   2  369320  0
   2  369161  0
   2  369517  0
   2  369213  0
   2  369215  0
   2  369162  0
   2  369913  0
   2  369274  0
   2  369836  0
   2  388509  0
   2  369362  0
   2  388449  0
   2  369363  0
   2  370324  0
   2  370172  0
   2  369909  0
   2  370457  0
   2  369214  0
   2  369754  0
   2  369217  0
   2  369796  0
   2  369218  0
   2  369216  0
   2  370201  0
   2  369062  0
   2  369212  0
   2  388451  0
   2  369592  0
   2  388496  0
   2  369061  0
   2  388454  0
   2  370326  0
   2  370392  0
   2  369060  0
   2  369155  0
   2  370404  0
   2  369064  0
   2  369023  0
   2  369976  0
   2  369917  0
   2  369720  0
   2  369068  0
   2  369154  0
   2  370286  0
   2  388491  0
   2  370330  0
   2  369059  0
   2  370433  0
   2  369065  0
   2  369069  0
   2  369066  0
   2  369073  0
   2  369975  0
   2  369070  0
   2  369071  0
   2  369152  0
   2  369157  0
   2  369072  0
   2  369074  0
   2  369156  0
   2  369153  0
   2  369411  0
   2  369410  0
   2  369842  0
   2  369804  0
   2  368860  0
   2  369063  0
   2  369067  0
   2  370315  0
   2  369024  0
   2  358084  0
   2  369945  0
   2  387528  0
   2  369022  0
   2  369729  0
   2  369171  0
   2  370428  0
   2  369788  0
   2  369843  0
   2  368859  0
   2  368862  0
   2  369911  0
   2  368854  0
   2  368867  0
   2  368863  0
   2  368856  0
   2  358085  0
   2  368861  0
   2  368857  0
   2  368866  0
   2  369170  0
   2  368868  0
   2  388421  0
   2  369324  0
   2  368634  0
   2  369021  0
   2  368864  0
   2  369640  0
   2  369641  0
   2  368865  0
   2  368855  0
   2  388297  0
   2  358077  0
   2  360537  0
   2  370406  0
   2  360186  0
   2  358086  0
   2  369321  0
   2  369323  0
   2  369322  0
   2  358076  0
   2  369744  0
   2  368858  0
   2  358081  0
   2  358083  0
   2  358075  0
   2  358082  0
   2  359193  0
   2  388298  0
   2  370168  0
   2  370139  0
   2  369532  0
   2  369019  0
   2  369017  0
   2  368869  0
   2  370360  0
   2  370087  0
   2  369919  0
   2  369020  0
   2  370239  0
   2  369018  0
   2  358078  0
   2  370088  0
   2  358080  0
   2  358079  0
   2  360078  0
   2  370117  0
   2  370130  0
   2  370118  0
   2  369514  0
   2  359352  0
   2  369953  0
   2  370474  0
   2  388368  0
   2  388290  0
   2  369675  0
   2  370307  0
   2  369466  0
   2  388386  0
   2  387471  0
   2  387410  0
   3  559279  1
   3  559436  1
   3  559356  1
   3  559422  1
   3  559441  1
   3  559286  1
   3  559310  1
   3  559431  1
   3  559349  1
   3  559339  1
   3  559304  1
   3  559282  1
   3  559321  1
   3  559451  1
   3  559453  1
   3  559347  1
   3  559328  1
   3  559301  1
   3  559337  1
   3  559403  1
   3  559309  1
   3  559444  1
   3  559331  1
   3  559330  1
   3  559397  1
   3  559456  1
   3  559344  1
   3  559288  1
   3  559298  1
   3  559287  1
   3  559448  1
   3  559405  1
   3  559374  1
   3  559346  1
   3  559359  1
   3  559435  1
   3  559311  1
   3  559428  1
   3  559378  1
   3  559299  1
   3  559368  1
   3  559295  1
   3  559351  1
   3  559446  1
   3  559362  1
   3  559438  1
   3  559445  1
   3  559434  1
   3  559292  1
   3  559338  1
   3  559284  1
   3  559449  1
   3  559393  1
   3  559459  1
   3  559408  1
   3  559363  1
   3  559353  1
   3  559343  1
   3  559345  1
   3  559326  1
   3  559386  1
   3  559336  1
   3  559334  1
   3  559391  1
   3  559364  1
   3  559385  1
   3  559350  1
   3  559425  1
   3  559419  1
   3  559381  1
   3  559437  1
   3  559297  1
   3  559432  1
   3  559329  1
   3  559280  1
   3  559404  1
   3  559340  1
   3  559379  1
   3  559361  1
   3  561313  1
   3  559281  1
   3  560808  1
   3  559455  1
   3  560782  1
   3  559342  1
   3  559303  1
   3  559407  1
   3  559316  1
   3  559358  1
   3  559291  1
   3  559392  1
   3  559430  1
   3  559341  1
   3  559366  1
   3  559369  1
   3  559306  1
   3  559390  1
   3  559442  1
   3  559395  1
   3  559348  1
   3  560400  1
   3  559323  1
   3  559426  1
   3  559460  1
   3  559296  1
   3  559423  1
   3  559314  1
   3  559418  1
   3  559307  1
   3  559360  1
   3  559402  1
   3  559373  1
   3  560399  1
   3  559413  1
   3  559290  1
   3  559417  1
   3  559370  1
   3  559412  1
   3  559372  1
   3  559365  1
   3  559302  1
   3  559409  1
   3  559399  1
   3  559308  1
   3  559427  1
   3  559318  1
   3  559300  1
   3  559322  1
   3  559319  1
   3  559454  1
   3  559457  1
   3  559335  1
   3  559313  1
   3  559410  1
   3  559384  1
   3  559317  1
   3  559289  1
   3  559285  1
   3  559354  1
   3  559380  1
   3  559429  1
   3  559367  1
   3  559357  1
   3  559312  1
   3  559387  1
   3  559416  1
   3  559333  1
   3  561665  1
   3  559352  1
   3  559377  0
   3  559398  1
   3  559414  1
   3  559376  0
   3  559320  1
   3  559406  0
   3  559447  0
   3  559433  0
   3  559327  0
   3  559383  0
   3  559389  0
   3  559401  0
   3  559424  0
   3  559315  0
   3  559332  0
   3  559396  0
   3  559305  0
   3  559439  0
   3  560293  0
   3  559371  0
   3  560295  0
   3  560294  0
   3  559294  0
   3  559461  0
   3  559394  0
   3  559388  0
   3  559400  0
   3  559443  0
   3  561213  0
   3  559660  0
   3  559658  0
   3  560252  0
   3  559655  0
   3  559657  0
   3  559653  0
   3  559664  0
   3  559654  0
   3  559659  0
   3  559325  0
   3  559470  0
   3  559420  0
   3  559469  0
   3  559324  0
   3  559452  0
   3  559450  0
   3  560504  0
   3  559375  0
   3  559468  0
   3  559411  0
   3  559415  0
   3  559382  0
   3  559440  0
   3  559283  0
   3  560496  0
   3  560488  0
   3  560445  0
   3  559462  0
   3  560495  0
   3  561691  0
   3  560620  0
   3  561621  0
   3  559466  0
   3  559464  0
   3  559467  0
   3  560816  0
   3  559465  0
   3  561281  0
   3  559463  0
   3  560815  0
   3  560489  0
   3  560835  0
   3  560068  0
   3  561059  0
   3  560070  0
   3  561105  0
   3  560069  0
   3  561167  0
   3  561161  0
   3  561543  0
   3  560749  0
   3  560968  0
   3  561655  0
   3  561210  0
   3  561122  0
   3  561392  0
   3  560589  0
   3  561599  0
   3  560155  0
   3  560864  0
   3  560813  0
   3  560590  0
   3  560494  0
   3  560052  0
   3  561390  0
   3  561221  0
   3  560156  0
   3  561354  0
   3  561382  0
   3  560995  0
   3  561078  0
   3  560662  0
   3  561278  0
   3  561497  0
   3  561525  0
   3  560863  0
   3  561459  0
   3  560867  0
   3  560053  0
   3  561661  0
   3  560802  0
   3  561306  0
   3  561134  0
   3  561510  0
   3  561597  0
   3  560439  0
   3  560373  0
   3  561138  0
   3  561684  0
   3  560056  0
   3  560059  0
   3  561688  0
   3  560058  0
   3  560510  0
   3  561448  0
   3  560918  0
   3  561588  0
   3  561373  0
   3  560614  0
   3  561032  0
   3  561336  0
   3  561133  0
   3  560711  0
   3  560372  0
   3  560209  0
   3  561353  0
   3  560057  0
   3  560994  0
   3  561304  0
   3  561194  0
   3  561006  0
   3  561277  0
   3  561560  0
   3  562513  0
   3  560208  0
   3  560436  0
   3  560384  0
   3  560435  0
   3  561109  0
   3  560210  0
   3  561300  0
   3  561097  0
   3  561546  0
   3  559870  0
   3  559867  0
   3  559871  0
   3  559868  0
   3  559869  0
   3  545254  0
   3  559471  0
   3  559651  0
   3  561026  0
   3  561225  0
   3  559652  0
   3  561572  0
   3  561286  0
   3  562569  0
   3  561577  0
   3  561499  0
   3  560708  0
   3  562414  0
   3  559647  0
   3  562126  0
   3  560558  0
   3  559831  0
   3  559648  0
   3  560018  0
   3  559833  0
   3  559837  0
   3  560908  0
   3  559649  0
   3  559644  0
   3  559834  0
   3  560493  0
   3  559650  0
   3  559835  0
   3  561093  0
   3  560020  0
   3  560791  0
   3  560021  0
   3  559830  0
   3  560017  0
   3  560022  0
   3  561446  0
   3  559475  0
   3  561235  0
   3  560410  0
   3  559645  0
   3  560795  0
   3  559836  0
   3  559683  0
   3  560974  0
   3  559828  0
   3  546703  0
   3  559678  0
   3  559832  0
   3  559694  0
   3  559686  0
   3  559827  0
   3  561563  0
   3  559680  0
   3  559682  0
   3  559692  0
   3  559691  0
   3  559695  0
   3  561495  0
   3  561359  0
   3  561100  0
   3  559577  0
   3  560656  0
   3  559685  0
   3  559687  0
   3  559679  0
   3  560231  0
   3  560232  0
   3  559690  0
   3  560812  0
   3  559689  0
   3  559693  0
   3  560903  0
   3  559684  0
   3  559681  0
   3  546018  0
   3  561144  0
   3  560704  0
   3  561154  0
   3  560800  0
   3  562121  0
   3  560335  0
   3  561639  0
   3  560444  0
   3  560334  0
   3  559688  0
   3  562359  0
   3  562390  0
   3  561000  0
   3  561255  0
   3  559829  0
   3  559939  0
   3  559936  0
   3  561315  0
   3  559938  0
   3  559937  0
   4   38120  1
   4   38049  1
   4   38147  1
   4   38095  1
   4   38146  1
   4   38059  1
   4   38114  1
   4   38104  1
   4   38126  1
   4   38139  1
   4   38157  1
   4   38176  1
   4   38007  1
   4   38067  1
   4   38148  1
   4   38153  1
   4   38076  1
   4   38064  1
   4   38149  1
   4   38099  1
   4   38164  1
   4   38162  1
   4   38022  1
   4   38060  1
   4   38121  1
   4   38082  1
   4   38054  1
   4   38174  1
   4   38071  1
   4   38087  1
   4   38168  1
   4   38009  1
   4   38142  1
   4   38015  1
   4   38152  1
   4   38080  1
   4   38053  1
   4   38154  1
   4   38036  1
   4   38110  1
   4   38026  1
   4   38024  1
   4   38089  1
   4   38106  1
   4   38118  1
   4   38032  1
   4   38124  1
   4   38078  1
   4   38122  1
   4   38033  1
   4   38173  1
   4   38094  1
   4   38138  1
   4   38085  1
   4   38135  1
   4   38151  1
   4   38042  1
   4   38133  1
   4   38088  1
   4   38045  1
   4   38144  1
   4   38130  1
   4   38027  1
   4   43093  1
   4   38062  1
   4   38100  1
   4   38035  1
   4   38163  1
   4   38172  1
   4   38158  1
   4   38132  1
   4   38140  1
   4   38177  1
   4   38179  1
   4   38127  1
   4   38117  1
   4   38073  1
   4   38066  1
   4   38044  1
   4   38081  1
   4   38137  1
   4   38170  1
   4   38065  1
   4   38159  1
   4   38167  1
   4   38169  1
   4   38068  1
   4   42513  1
   4   38115  1
   4   38037  1
   4   38129  1
   4   38128  1
   4   38090  1
   4   38056  1
   4   38180  1
   4   38112  1
   4   38016  1
   4   38143  1
   4   38101  1
   4   38058  1
   4   38150  1
   4   38074  1
   4   38108  1
   4   38091  1
   4   38047  1
   4   38182  1
   4   38107  1
   4   38109  1
   4   38077  1
   4   38181  1
   4   40440  1
   4   38041  1
   4   38046  1
   4   38017  1
   4   40031  1
   4   38145  1
   4   38038  1
   4   38102  1
   4   38019  1
   4   38161  1
   4   38097  1
   4   38160  1
   4   38055  1
   4   38119  1
   4   38070  1
   4   38103  1
   4   38031  1
   4   38092  1
   4   38020  1
   4   38131  1
   4   38043  1
   4   38084  1
   4   38063  1
   4   38105  1
   4   38166  1
   4   38051  1
   4   38025  1
   4   38014  1
   4   38123  1
   4   38048  1
   4   38023  1
   4   38034  1
   4   38021  1
   4   38083  1
   4   38052  1
   4   38030  1
   4   38156  1
   4   38008  1
   4   38018  1
   4   38040  1
   4   38028  1
   4   38184  1
   4   38165  1
   4   38057  1
   4   38136  1
   4   38155  1
   4   38010  1
   4   40439  1
   4   38096  1
   4   40342  1
   4   40820  1
   4   40344  1
   4   42486  1
   4   38093  1
   4   43302  1
   4   42512  1
   4   39653  1
   4   38079  1
   4   38075  1
   4   38086  1
   4   38029  1
   4   40167  1
   4   38113  1
   4   38832  1
   4   38116  1
   4   38134  1
   4   40447  1
   4   38183  1
   4   38178  1
   4   40340  1
   4   40343  1
   4   38072  1
   4   38111  0
   4   38050  1
   4   39123  0
   4   38098  0
   4   38013  1
   4   38011  0
   4   38039  0
   4   38831  0
   4   38012  1
   4   38069  0
   4   38175  0
   4   38141  0
   4   40448  0
   4   40438  1
   4   40450  0
   4   40441  1
   4   42148  0
   4   42147  1
   4   42592  0
   4   42149  1
   4   38125  0
   4   43443  0
   4   38193  0
   4   38830  0
   4   38171  0
   4   38833  0
   4   39958  0
   4   40449  0
   4   38190  0
   4   38061  0
   4   40442  0
   4   40300  0
   4   41051  0
   4   40443  0
   4   41288  0
   4   40334  0
   4   43502  0
   4   38997  0
   4   41263  0
   4   40206  0
   4   38192  0
   4   38006  0
   4   39249  0
   4   38000  0
   4   40056  0
   4   40866  0
   4   37999  0
   4   38005  0
   4   40444  0
   4   38189  0
   4   39901  0
   5  773688  1
   5  773742  1
   5  773209  1
   5  773737  1
   5  773324  1
   5  773255  1
   5  773596  1
   5  773188  1
   5  773746  1
   5  773600  1
   5  773425  1
   5  773191  1
   5  773352  1
   5  773362  1
   5  773223  1
   5  773414  1
   5  773602  1
   5  773526  1
   5  773355  1
   5  773379  1
   5  773734  1
   5  773309  1
   5  773755  1
   5  773225  1
   5  773520  1
   5  773663  1
   5  773539  1
   5  773312  1
   5  773206  1
   5  773369  1
   5  773280  1
   5  773228  1
   5  773518  1
   5  773589  1
   5  773435  1
   5  773624  1
   5  773613  1
   5  773281  1
   5  773733  1
   5  773606  1
   5  773664  1
   5  773301  1
   5  773489  1
   5  773709  1
   5  773411  1
   5  773451  1
   5  773468  1
   5  773327  1
   5  773306  1
   5  773196  1
   5  773578  1
   5  773614  1
   5  773251  1
   5  773695  1
   5  773213  1
   5  773291  1
   5  773522  1
   5  773570  1
   5  773305  1
   5  773770  1
   5  773422  1
   5  773523  1
   5  773751  1
   5  773267  1
   5  773342  1
   5  773528  1
   5  773320  1
   5  773752  1
   5  773684  1
   5  773419  1
   5  773429  1
   5  773444  1
   5  773456  1
   5  773536  1
   5  773265  1
   5  773334  1
   5  773567  1
   5  773581  1
   5  773747  1
   5  773289  1
   5  773268  1
   5  773348  1
   5  773713  1
   5  773712  1
   5  773345  1
   5  773658  1
   5  773574  1
   5  773579  1
   5  773461  1
   5  773208  1
   5  773670  1
   5  773198  1
   5  773634  1
   5  773598  1
   5  773686  1
   5  773556  1
   5  773692  1
   5  773748  1
   5  773466  1
   5  773590  1
   5  773241  1
   5  773199  1
   5  773330  1
   5  773367  1
   5  773446  1
   5  773591  1
   5  773573  1
   5  773447  1
   5  773245  1
   5  773307  1
   5  773725  1
   5  773218  1
   5  773339  1
   5  773715  1
   5  773582  1
   5  773372  1
   5  773699  1
   5  773668  1
   5  773697  1
   5  773279  1
   5  773680  1
   5  773428  1
   5  773270  1
   5  773687  1
   5  773384  1
   5  773672  1
   5  773222  1
   5  773376  1
   5  773480  1
   5  773626  1
   5  773344  1
   5  773286  1
   5  773644  1
   5  773415  1
   5  773772  1
   5  773731  1
   5  773479  1
   5  773620  1
   5  773212  1
   5  773284  1
   5  773391  1
   5  773469  1
   5  773617  1
   5  773303  1
   5  773358  1
   5  773553  1
   5  773221  1
   5  773373  1
   5  773290  1
   5  773562  1
   5  773771  1
   5  773217  1
   5  773683  1
   5  773675  1
   5  773540  1
   5  773707  1
   5  773240  1
   5  773571  1
   5  773753  1
   5  773497  1
   5  773530  1
   5  773193  1
   5  773433  1
   5  773416  1
   5  773546  1
   5  773288  1
   5  773698  1
   5  773764  1
   5  773568  1
   5  773437  1
   5  773436  1
   5  773724  1
   5  773543  1
   5  773537  1
   5  773287  1
   5  773484  1
   5  773515  1
   5  773738  1
   5  773463  1
   5  773204  1
   5  773584  1
   5  773292  1
   5  773298  1
   5  773252  1
   5  773315  1
   5  773462  1
   5  773264  1
   5  773619  1
   5  773629  1
   5  773758  1
   5  773430  1
   5  773399  1
   5  773262  1
   5  773659  1
   5  773189  1
   5  773317  1
   5  774263  1
   5  773201  1
   5  773335  1
   5  773774  1
   5  773450  1
   5  773608  1
   5  773693  1
   5  773304  1
   5  773533  1
   5  773475  1
   5  773773  1
   5  773719  1
   5  773564  1
   5  773244  1
   5  773343  1
   5  773467  1
   5  773622  1
   5  773696  1
   5  773346  1
   5  773607  1
   5  773706  1
   5  773359  1
   5  773702  1
   5  773476  1
   5  773215  1
   5  773544  1
   5  773442  1
   5  773728  1
   5  773545  1
   5  773238  1
   5  773754  1
   5  773412  1
   5  773275  1
   5  773214  1
   5  773749  1
   5  773230  1
   5  773424  1
   5  773389  1
   5  773406  1
   5  773381  1
   5  773498  1
   5  773717  1
   5  773566  1
   5  773563  1
   5  773232  1
   5  773313  1
   5  773297  1
   5  773439  1
   5  773721  1
   5  773400  1
   5  773394  1
   5  773258  1
   5  773239  1
   5  773641  1
   5  773517  1
   5  773216  1
   5  773453  1
   5  773405  1
   5  773277  1
   5  773739  1
   5  773283  1
   5  773491  1
   5  773509  1
   5  773470  1
   5  773723  1
   5  773347  1
   5  773326  1
   5  773642  1
   5  773761  1
   5  787927  1
   5  773669  1
   5  773250  1
   5  773657  1
   5  773392  1
   5  773460  1
   5  773513  1
   5  787926  1
   5  773383  1
   5  773471  1
   5  773726  1
   5  773318  1
   5  773459  1
   5  773458  1
   5  773654  1
   5  773741  1
   5  773253  1
   5  773647  1
   5  773233  1
   5  773380  1
   5  773210  1
   5  773547  1
   5  773660  1
   5  773594  1
   5  773427  1
   5  773219  1
   5  773700  1
   5  773441  1
   5  773234  1
   5  773610  1
   5  773652  1
   5  773395  1
   5  773207  1
   5  773296  1
   5  773402  1
   5  773246  1
   5  773727  1
   5  773496  1
   5  773504  1
   5  773396  1
   5  773494  1
   5  773519  1
   5  773500  1
   5  773393  1
   5  773321  1
   5  773502  1
   5  773271  1
   5  790396  1
   5  773694  1
   5  773718  1
   5  773266  1
   5  773409  1
   5  773505  1
   5  773308  1
   5  773438  1
   5  773621  1
   5  773350  1
   5  773486  1
   5  773361  1
   5  773558  1
   5  773432  1
   5  773524  1
   5  773586  1
   5  773495  1
   5  789351  1
   5  773300  1
   5  773272  1
   5  773386  1
   5  773440  1
   5  773711  1
   5  773229  1
   5  773666  1
   5  773329  1
   5  773532  1
   5  773679  1
   5  773587  1
   5  773648  1
   5  773235  1
   5  773426  1
   5  773745  1
   5  773333  1
   5  773506  1
   5  773488  1
   5  773766  1
   5  773557  1
   5  773452  1
   5  773572  1
   5  773481  1
   5  773295  1
   5  773708  1
   5  773615  1
   5  773637  1
   5  773674  1
   5  773656  1
   5  773257  1
   5  773236  1
   5  773655  1
   5  773628  1
   5  773377  1
   5  773765  1
   5  773633  1
   5  773627  1
   5  773341  1
   5  773643  1
   5  773609  1
   5  773569  1
   5  773560  1
   5  773593  1
   5  773716  1
   5  773316  1
   5  773651  1
   5  773635  1
   5  773454  1
   5  773276  1
   5  773404  1
   5  789207  1
   5  773744  1
   5  773413  1
   5  773735  1
   5  773618  1
   5  773516  1
   5  773653  1
   5  773247  1
   5  773588  1
   5  773398  1
   5  773455  1
   5  774081  1
   5  773630  1
   5  773448  1
   5  773550  1
   5  773645  1
   5  774140  1
   5  789208  1
   5  773559  1
   5  773382  1
   5  774602  1
   5  773337  1
   5  773336  1
   5  773410  1
   5  773397  1
   5  773408  1
   5  773243  1
   5  773632  1
   5  773472  1
   5  773690  1
   5  773192  1
   5  773535  1
   5  773375  1
   5  773521  1
   5  773638  1
   5  773592  1
   5  773529  1
   5  773449  1
   5  773548  1
   5  773759  1
   5  773507  1
   5  773483  1
   5  773357  1
   5  773631  1
   5  774139  1
   5  773310  1
   5  773368  1
   5  773499  1
   5  773503  1
   5  773224  1
   5  773302  1
   5  773554  1
   5  773385  1
   5  773640  1
   5  773273  1
   5  773374  1
   5  773646  1
   5  773420  1
   5  773541  1
   5  773282  1
   5  774260  1
   5  773671  1
   5  773390  1
   5  774865  1
   5  773616  1
   5  773538  1
   5  773477  1
   5  773338  1
   5  773351  1
   5  774114  1
   5  774257  1
   5  774258  1
   5  773525  1
   5  773299  1
   5  773487  1
   5  773473  1
   5  773722  1
   5  773331  1
   5  773314  1
   5  773776  1
   5  774080  1
   5  773407  1
   5  773729  1
   5  773256  1
   5  773714  1
   5  773756  1
   5  773311  1
   5  773601  1
   5  773269  1
   5  773421  1
   5  773260  1
   5  773585  1
   5  773323  1
   5  773575  1
   5  773689  1
   5  773576  1
   5  773551  1
   5  773603  1
   5  773366  1
   5  773423  1
   5  773511  1
   5  773231  1
   5  773577  1
   5  773364  1
   5  773261  1
   5  773370  1
   5  773354  1
   5  773388  1
   5  773527  1
   5  773561  1
   5  773757  1
   5  773492  1
   5  773363  1
   5  774261  0
   5  773200  0
   5  773682  0
   5  773732  0
   5  773417  0
   5  773542  0
   5  773665  1
   5  773736  0
   5  774262  0
   5  773294  0
   5  774259  0
   5  773401  1
   5  773465  0
   5  773485  0
